title,authors,average_rating,publication_year
Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,2000
The Hannibal Lecter Trilogy,Thomas  Harris,4.42,2005
Velocity,Dean Koontz,3.86,2006
Hideaway,Dean Koontz,3.84,2005
Lightning,Dean Koontz,4.06,2003
Icebound,David Axton/Dean Koontz,3.76,2000
The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24,1991
Shadow Fires,Leigh Nichols/Dean Koontz,3.78,1993
The Bad Place,Dean R. Koontz,3.9,2004
Fear Nothing (Moonlight Bay  #1),Dean Koontz,4.0,1998
The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,1995
Mr. Murder,Dean Koontz,3.76,2006
Phantoms,Dean Koontz,3.94,2002
The Face,Dean Koontz,3.71,2004
Shattered,Dean Koontz,3.9,1985
Intensity,Dean Koontz,4.04,2000
The Good Guy,Dean Koontz,3.82,2007
The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,1996
The Door to December,Richard Paige/Dean Koontz,3.95,2002
The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,1991
Darkfall,Dean Koontz,3.82,2007
Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,2001
Shakespeare: The Biography,Peter Ackroyd,3.99,2006
The Necessary Shakespeare,William Shakespeare,4.31,2004
Shakespeare After All,Marjorie Garber,4.38,2005
Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,2001
John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.5,2004
The Pelican Brief,John Grisham,4.0,2006
The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,2001
Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,2006
Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18,2000
The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,2003
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,2006
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,2002
Chasing the Dime,Michael Connelly,3.96,2003
The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,2002
Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,1994
Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,2006
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,2004
Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,2004
Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,2004
Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01,2003
Sonnets,William Shakespeare/Stephen  Booth,4.25,2000
The Art of Shakespeare's Sonnets,Helen Vendler,4.3,1999
Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,2007
Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,2005
The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,2001
On Becoming a Novelist,John Gardner/Raymond Carver,4.11,1999
The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4.0,1991
October Light,John Gardner/Tom Bissell,3.88,2005
Excellence,John W. Gardner,3.82,1995
Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4.0,1991
Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,2004
Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,1996
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35,1995
The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,1989
The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,2004
The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,1993
Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,1990
Lolita,Richard Corliss,3.89,1994
Lolita: The Screenplay,Vladimir Nabokov,3.87,1997
Lolita,Vladimir Nabokov/Martin Amis,3.89,1993
Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,2001
Hunger,Knut Hamsun/George Egerton,4.05,2003
Victoria,Knut Hamsun/Oliver Stallybrass,3.74,1994
The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,2001
Pan,Knut Hamsun/Sverre Lyngstad,3.9,1998
The Last Joy,Knut Hamsun/Sverre Lyngstad,3.77,2002
In Wonderland,Knut Hamsun/Sverre Lyngstad,3.6,2003
Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,1996
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.2,2006
Visions of Heaven and Hell,Clive Barker,4.32,2005
Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18,1998
Everville (Book of the Art #2),Clive Barker,4.03,1999
The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,1999
Abarat: Days of Magic  Nights of War,Clive Barker,4.2,2006
Imajica: The Reconciliation,Clive Barker,4.42,1995
Sacrament,Clive Barker,3.75,1997
The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,2001
Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,2001
The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,2001
The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,2006
The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.0,2000
Blood and Smoke,Stephen King,3.92,2000
LT's Theory of Pets,Stephen King,3.69,2001
Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.6,1999
Silver Bullet,Stephen King/Bernie Wrightson,3.64,1985
Patriot Games (Jack Ryan  #1),Tom Clancy,4.14,1992
Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,2001
Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17,1989
Four Past Midnight,Stephen King,3.93,2004
Gerald's Game,Stephen King,3.51,1992
Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,3.83,2005
El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,4.13,2003
El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.0,2004
Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78,1987
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67,2001
Now and on Earth,Jim Thompson/Stephen King,3.7,1994
The Monkey,Stephen King/David Purdham,3.77,1989
Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,4.07,1996
Ojos de fuego,Stephen King/Eduardo Goligorsky,3.88,2001
Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,4.17,1999
Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,1990
Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,2006
V.,Thomas Pynchon,3.96,1994
Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,1988
At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,2005
At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,1985
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,1991
Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,1998
At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,2002
The Aeneid,Virgil/Robert Fitzgerald,3.84,1992
The Aeneid (Verse Translation),Virgil/Rolfe Humphries,3.84,1987
The Iliad,Homer/Andrew Lang,3.86,2011
War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04,2005
The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86,2000
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,2004
The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,1981
The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,4.07,1998
Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,1962
Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,1999
The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,1970
The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95,2005
Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,5.0,2003
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,2006
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63,2005
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.86,2006
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76,2004
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,4.11,2004
The Lighthouse at the End of the World,Jules Verne,3.64,2001
The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4.0,2006
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59,2003
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,2005
Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,3.93,2003
The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,4.11,2002
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99,2003
Final Payments,Mary Gordon,3.69,2006
Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,2007
The Mothman Prophecies,John A. Keel,3.54,2002
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99,1995
Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.7,2000
The Promise of Rest,Reynolds Price/Mary Bess Engel,4.0,1996
Perfect Match,Jodi Picoult,3.95,2002
Demon Box,Ken Kesey,3.56,1987
Sailor Song,Ken Kesey,3.58,1993
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,3.86,1997
The Further Inquiry,Ken Kesey/Ron Bevirt,3.63,1990
Goodnight Moon,Margaret Wise Brown/Clement Hurd,4.28,2007
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,3.57,2007
New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,2005
True Story,Bill Maher,3.11,2005
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.51,1997
The Outsiders,S.E. Hinton,4.09,2003
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,4.17,2006
Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,3.43,2007
Sister Outsider: Essays and Speeches,Audre Lorde,4.49,1984
Caramelo,Sandra Cisneros,3.9,2003
The House on Mango Street,Sandra Cisneros,3.63,2005
Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,4.41,2001
The Merchant of Venice,William Shakespeare,3.8,2005
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.02,2004
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,3.86,1996
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,3.99,1991
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89,2003
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,3.89,2001
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08,2000
The Greatest Generation,Tom Brokaw,4.01,2001
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,4.17,2001
Weekend Warriors (Sisterhood  #1),Fern Michaels,4.05,2004
The Weekend Novelist,Robert J. Ray/Bret Norris,3.67,2005
The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,3.67,2006
North Carolina Weekends,Lynn Setzer,3.71,2003
Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,3.94,2001
Selected Poems,Thomas Hardy/Robert Mezey,3.96,1998
Selected Poetry,Thomas Hardy/Samuel Hynes,3.96,1999
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09,2003
Underworld: The Mysterious Origins of Civilization,Graham Hancock,3.95,2003
The Dream and the Underworld,James Hillman,4.22,1979
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96,2005
Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,3.35,2001
Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,3.91,2004
Queen of the Underworld,Gail Godwin,2.89,2007
Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,4.09,2003
Murder in the Cathedral,T.S. Eliot,3.76,1964
Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies/Joseph Gies,3.86,1995
L'Équilibre du monde,Rohinton Mistry/Françoise Adelstain,4.36,2001
In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,3.04,1994
King Richard II,William Shakespeare/Andrew Gurr,3.77,2003
King Richard II,William Shakespeare/Charles R. Forker,3.77,2002
King Richard II,William Shakespeare/Andrew Gurr,3.77,1984
Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,3.82,1998
Tearing the Silence: On Being German in America,Ursula Hegi,3.86,1998
Paint it Black,Janet Fitch,3.48,2006
The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,3.81,2003
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,3.65,2002
A Tempest,Aimé Césaire/Richard Miller,3.56,2002
A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,3.94,1979
A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,3.96,2002
A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,3.94,2003
Minuit dans le jardin du bien et du mal,John Berendt,3.92,1998
Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,4.24,2002
Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,3.76,1968
Les Misérables,Victor Hugo/Norman Denny,4.17,1982
Hamlet in Purgatory,Stephen Greenblatt,3.94,2002
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,4.01,2005
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,4.02,2003
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,4.02,2003
Romeo & Juliet,William Shakespeare/Roma Gill,3.74,2005
Romeo and Juliet,William Shakespeare/Paul D. Moliken,3.74,2003
Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,3.74,2003
Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,3.74,2000
Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,3.91,2002
Romeo and Juliet,William Shakespeare/René Weis,3.74,2012
La Petite Fille du Lac,Christina Schwarz/Marie-Hélène Sabard,3.74,2003
South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,3.87,2000
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,4.1,2000
Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal/Jamie Suzanne,3.46,1989
How to Win Friends and Influence People,Dale Carnegie,4.19,2006
How to Win Friends and Influence People,Dale Carnegie,4.19,1994
How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,3.96,2005
Naked Economics: Undressing the Dismal Science,Charles Wheelan,4.03,2003
The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,4.0,2010
The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,3.95,1999
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,3.38,2005
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,2007
More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,4.09,2006
Searching for God Knows What,Donald Miller,3.92,2004
The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story),Douglas Adams,4.58,1989
Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,3.9,2005
Different Seasons,Stephen King,4.35,1983
It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,2006
Jennifer Government,Max Barry,3.66,2004
Mama Day,Gloria Naylor,4.17,1989
A Feather on the Breath of God,Sigrid Nunez,3.91,2005
Mitz The Marmoset of Bloomsbury,Sigrid Nunez,3.92,2007
War with the Newts,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,4.17,1996
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,4.18,2006
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,3.85,2007
Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,3.91,2007
Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,3.92,2006
Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,3.85,2002
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,3.87,2004
Fluke: Or  I Know Why the Winged Whale Sings,Christopher Moore,3.75,2004
Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,3.75,2005
Chocolate Chip Cookie Murder (Hannah Swensen  #1),Joanne Fluke,3.71,2006
Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,3.87,2003
The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,3.77,1993
Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,4.06,2005
Positioning: The Battle for Your Mind,Al Ries/Jack Trout,4.04,2001
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,4.05,1994
Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,3.82,1992
You Suck (A Love Story  #2),Christopher Moore,3.83,2007
Bloodsucking Fiends (A Love Story  #1),Christopher Moore,3.94,2004
Island of the Sequined Love Nun,Christopher Moore,3.8,2004
A Dirty Job (Grim Reaper  #1),Christopher Moore,4.07,2006
Practical Demonkeeping (Pine Cove  #1),Christopher Moore,3.83,2004
The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,3.87,2004
Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,3.94,2013
